tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	1080	0	live	CFTR	ABC35, ABCC7, CF/MRP, MRP7, TNR-CFTR, dJ760C5.1, CFTR	cystic fibrosis transmembrane conductance regulator	cAMP-dependent chloride channel|channel conductance-controlling ATPase|cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)	7q31.2	7	NC_000007.14	117478340	117668665	plus	33	602421	
9606	Homo sapiens	6338	0	live	SCNN1B	BESC1, ENaCb, ENaCbeta, SCNEB	sodium channel epithelial 1 beta subunit	amiloride-sensitive sodium channel subunit beta 1|beta-ENaC|beta-NaCH|epithelial Na(+) channel subunit beta|epithelial sodium channel beta-2 subunit|epithelial sodium channel beta-3 subunit|nasal epithelial sodium channel beta subunit|nonvoltage-gated sodium channel 1 subunit beta|sodium channel, non voltage gated 1 beta subunit|sodium channel, non-voltage-gated 1, beta subunit|sodium channel, nonvoltage-gated 1, beta	16p12.2-p12.1	16	NC_000016.10	23302270	23381299	plus	15	600760	
9606	Homo sapiens	6340	0	live	SCNN1G	BESC3, ENaCg, ENaCgamma, PHA1, SCNEG	sodium channel epithelial 1 gamma subunit	ENaC gamma subunit|amiloride-sensitive epithelial sodium channel gamma subunit|amiloride-sensitive sodium channel gamma-subunit|epithelial Na(+) channel subunit gamma|gamma-ENaC|gamma-NaCH|nonvoltage-gated sodium channel 1 subunit gamma|sodium channe epithelial 1 gamma subunit|sodium channel, non voltage gated 1 gamma subunit|sodium channel, non-voltage-gated 1, gamma subunit|sodium channel, nonvoltage-gated 1, gamma	16p12	16	NC_000016.10	23182719	23216879	plus	13	600761	
9606	Homo sapiens	6337	0	live	SCNN1A	BESC2, ENaCa, ENaCalpha, SCNEA, SCNN1	sodium channel epithelial 1 alpha subunit	alpha ENaC-2|alpha-ENaC|alpha-NaCH|amiloride-sensitive epithelial sodium channel alpha subunit|amiloride-sensitive sodium channel subunit alpha 2|epithelial Na(+) channel subunit alpha|nasal epithelial sodium channel alpha subunit|nonvoltage-gated sodium channel 1 subunit alpha|sodium channel, non voltage gated 1 alpha subunit|sodium channel, non-voltage-gated 1 alpha subunit|sodium channel, nonvoltage-gated 1 alpha	12p13	12	NC_000012.12	6346843	6377357	minus	14	600228	
9606	Homo sapiens	5265	0	live	SERPINA1	A1A, A1AT, AAT, PI, PI1, PRO2275, alpha1AT	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	alpha-1 protease inhibitor|alpha-1-antiproteinase|alpha-1-antitrypsin null|protease inhibitor 1 (anti-elastase), alpha-1-antitrypsin|serine (or cysteine) proteinase inhibitor, clade A, member 1|serpin A1|serpin peptidase inhibitor clade A member 1	14q32.1	14	NC_000014.9	94376747	94390692	minus	7	107400	
9606	Homo sapiens	1991	0	live	ELANE	ELA2, GE, HLE, HNE, NE, PMN-E, SCN1	elastase, neutrophil expressed	PMN elastase|bone marrow serine protease|elastase 2, neutrophil|elastase-2|granulocyte-derived elastase|leukocyte elastase|medullasin|polymorphonuclear elastase	19p13.3	19	NC_000019.10	850997	856250	plus	6	130130	
9606	Homo sapiens	54919	0	live	DNAAF5	CILD18, HEATR2	dynein (axonemal) assembly factor 5	HEAT repeat containing 2|HEAT repeat-containing protein 2|dynein, axonemal, assembly factor 5	7p22.3	7	NC_000007.14	726701	786479	plus	13	614864	
9606	Homo sapiens	7040	0	live	TGFB1	CED, DPD1, LAP, TGFB, TGFbeta	transforming growth factor beta 1	TGF-beta-1|latency-associated peptide|prepro-transforming growth factor beta-1	19q13.1	19	NC_000019.10	41330531	41353933	minus	7	190180	
9606	Homo sapiens	4318	0	live	MMP9	CLG4B, GELB, MANDP2, MMP-9	matrix metallopeptidase 9	macrophage gelatinase|matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)|matrix metalloproteinase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)|type V collagenase	20q13.12	20	NC_000020.11	46008908	46016561	plus	13	120361	
9606	Homo sapiens	6774	0	live	STAT3	ADMIO, APRF, HIES	signal transducer and activator of transcription 3 (acute-phase response factor)	DNA-binding protein APRF|acute-phase response factor	17q21.31	17	NC_000017.11	42313324	42388503	minus	24	102582	
9606	Homo sapiens	3458	0	live	IFNG	IFG, IFI	interferon, gamma	IFN-gamma|immune interferon	12q14	12	NC_000012.12	68154770	68159741	minus	4	147570	
9606	Homo sapiens	7097	0	live	TLR2	CD282, TIL4	toll like receptor 2	toll/interleukin-1 receptor-like protein 4	4q32	4	NC_000004.12	153684256	153706091	plus	4	603028	
9606	Homo sapiens	154	0	live	ADRB2	ADRB2R, ADRBR, B2AR, BAR, BETA2AR	adrenoceptor beta 2	adrenergic, beta-2-, receptor, surface|adrenoceptor beta 2 surface|adrenoceptor beta 2, surface|beta-2 adrenoceptor|beta-2 adrenoreceptor|catecholamine receptor	5q31-q32	5	NC_000005.10	148826593	148828634	plus	1	109690	
9606	Homo sapiens	4153	0	live	MBL2	COLEC1, HSMBPC, MBLD, MBP, MBP-C, MBP1, MBPD, MBL2	mannose binding lectin 2	collectin-1|mannan-binding lectin|mannose-binding lectin (protein C) 2, soluble (opsonic defect)|mannose-binding lectin 2, soluble (opsonic defect)	10q11.2	10	NC_000010.11	52765380	52772841	minus	5	154545	
9606	Homo sapiens	4312	0	live	MMP1	CLG, CLGN	matrix metallopeptidase 1	fibroblast collagenase|matrix metallopeptidase 1 (interstitial collagenase)|matrix metalloprotease 1|matrix metalloproteinase 1	11q22.3	11	NC_000011.10	102789910	102798235	minus	10	120353	
9606	Homo sapiens	3107	0	live	HLA-C	D6S204, HLA-JY3, HLAC, HLC-C, PSORS1	major histocompatibility complex, class I, C	HLA class I histocompatibility antigen, C alpha chain|HLA class I histocompatibility antigen, Cw-15 alpha chain|HLA class I histocompatibility antigen, Cw-18 alpha chain|MHC class I antigen Cw*15|MHC class I antigen Cw*18|MHC class I antigen heavy chain HLA-C|human leukocyte antigen-C alpha chain|major histocompatibility antigen HLA-C	6p21.3	6	NC_000006.12	31268749	31272136	minus	8	142840	
9606	Homo sapiens	6890	0	live	TAP1	ABC17, ABCB2, APT1, D6S114E, PSF-1, PSF1, RING4*0102N, TAP1N, TAP1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	ABC transporter, MHC 1|ATP-binding cassette sub-family B member 2|ATP-binding cassette, sub-family B (MDR/TAP), member 2|peptide supply factor 1|peptide transporter PSF1|peptide transporter TAP1|peptide transporter involved in antigen processing 1|really interesting new gene 4 protein|transporter 1 ATP-binding cassette sub-family B|transporter associated with antigen processing|transporter, ATP-binding cassette, major histocompatibility complex, 1	6p21.3	6	NC_000006.12	32845209	32853971	minus	12	170260	
9606	Homo sapiens	4317	0	live	MMP8	CLG1, HNC, MMP-8, PMNL-CL	matrix metallopeptidase 8	PMN leukocyte collagenase|PMNL collagenase|collagenase 2|matrix metalloproteinase 8 (neutrophil collagenase)|matrix metalloproteinase-8	11q22.3	11	NC_000011.10	102711795	102724964	minus	12	120355	
